Id,States/UTs,District,Year,Murder,Rape,Kidnapping_Abduction,Dacoity,Robbery,Theft,Riots,Dowry_Deaths,Assault_on_Women,major_crimes
701,Uttar Pradesh,Deoria,2026,42,35,0,0,13,182,81,31,68,1645
702,Uttar Pradesh,Etah,2026,65,54,137,6,63,399,110,42,114,2783
703,Uttar Pradesh,Etawah,2026,55,30,90,5,113,506,26,31,80,2721
704,Uttar Pradesh,Faizabad,2026,32,37,0,0,25,295,28,13,91,2426
705,Uttar Pradesh,Fatehgarh,2026,58,19,0,4,21,230,34,39,38,2151
706,Uttar Pradesh,Fatehpur,2026,55,58,91,3,21,217,42,43,101,2559
707,Uttar Pradesh,Firozabad,2026,140,61,0,8,92,687,201,55,131,4222
708,Uttar Pradesh,G. R. P.,2026,30,5,16,15,27,4061,17,1,64,5158
709,Uttar Pradesh,Gautambudh Nagar,2026,104,54,135,6,227,3680,191,35,161,8521
710,Uttar Pradesh,Ghaziabad,2026,166,118,127,8,114,3392,70,38,283,10088
711,Uttar Pradesh,Ghazipur,2026,64,24,0,7,32,260,113,31,69,1945
712,Uttar Pradesh,Gonda,2026,45,37,0,0,18,180,48,28,56,2021
713,Uttar Pradesh,Gorakhpur,2026,113,92,0,4,89,804,193,58,132,4537
714,Uttar Pradesh,Hamirpur,2026,31,29,0,2,18,83,34,26,97,981
715,Uttar Pradesh,Hapur,2026,42,46,69,4,35,493,40,16,62,1841
716,Uttar Pradesh,Hardoi,2026,79,39,0,2,13,275,36,40,93,2981
717,Uttar Pradesh,Hathras,2026,72,60,32,9,56,339,112,24,121,2280
718,Uttar Pradesh,Jalaun,2026,36,12,9,1,12,117,11,30,44,856
719,Uttar Pradesh,Jaunpur,2026,55,50,0,4,58,297,107,47,62,2352
720,Uttar Pradesh,Jhansi,2026,68,28,84,5,22,316,65,33,85,1985
721,Uttar Pradesh,Kannauj,2026,39,22,0,1,8,147,10,31,98,2103
722,Uttar Pradesh,Kanpur Dehat,2026,46,20,2,1,24,121,40,35,95,2111
723,Uttar Pradesh,Kanpur Nagar,2026,137,78,0,3,139,1536,233,73,261,8641
724,Uttar Pradesh,Kasganj,2026,20,19,96,0,7,192,41,29,58,1232
725,Uttar Pradesh,Kaushambi,2026,40,14,0,0,13,154,23,27,120,1945
726,Uttar Pradesh,Khiri,2026,79,49,50,5,33,611,68,51,107,3465
727,Uttar Pradesh,Kushi Nagar,2026,36,22,5,0,7,136,119,31,53,1757
728,Uttar Pradesh,Lalitpur,2026,27,25,0,0,15,59,26,12,38,962
729,Uttar Pradesh,Lucknow,2026,132,68,280,7,60,3192,174,52,392,15107
730,Uttar Pradesh,Maharajganj,2026,33,32,0,1,14,61,41,26,29,1162
731,Uttar Pradesh,Mahoba,2026,27,22,0,1,18,57,26,14,62,814
732,Uttar Pradesh,Mainpuri,2026,57,23,0,4,34,476,85,37,69,2469
733,Uttar Pradesh,Mathura,2026,86,73,158,10,89,1159,190,48,114,4779
734,Uttar Pradesh,Mau,2026,28,25,0,0,23,226,93,16,51,1476
735,Uttar Pradesh,Meerut,2026,226,93,0,18,341,3550,294,53,412,10073
736,Uttar Pradesh,Mirzapur,2026,25,19,0,0,5,45,1,26,10,780
737,Uttar Pradesh,Moradabad,2026,90,89,29,13,66,788,78,36,189,4026
738,Uttar Pradesh,Muzaffarnagar,2026,137,37,0,3,95,800,136,17,148,3952
739,Uttar Pradesh,Pilibhit,2026,54,69,12,4,29,200,13,25,107,2916
740,Uttar Pradesh,Pratapgarh,2026,72,68,0,6,53,431,200,21,165,4128
741,Uttar Pradesh,Raibareilly,2026,50,48,0,3,15,195,60,27,69,2053
742,Uttar Pradesh,Rampur,2026,54,34,94,5,25,344,34,18,54,1950
743,Uttar Pradesh,Saharanpur,2026,92,73,0,8,110,793,205,28,167,4184
744,Uttar Pradesh,Sambhal,2026,73,48,9,9,45,293,68,26,72,2087
745,Uttar Pradesh,Sant Kabirnagar,2026,28,23,2,1,10,59,22,11,25,727
746,Uttar Pradesh,Shahjahanpur,2026,88,83,0,4,62,281,42,61,181,3106
747,Uttar Pradesh,Shamli,2026,67,32,78,5,54,329,103,18,58,1674
748,Uttar Pradesh,Shrawasti,2026,15,5,0,0,5,49,16,9,31,801
749,Uttar Pradesh,Sidharthnagar,2026,17,20,0,2,16,62,25,20,27,773
750,Uttar Pradesh,Sitapur,2026,91,74,0,2,40,384,65,46,163,3923
751,Uttar Pradesh,Sonbhadra,2026,32,26,0,0,2,77,3,6,24,753
752,Uttar Pradesh,St.Ravidasnagar,2026,17,19,0,0,8,73,1,23,12,574
753,Uttar Pradesh,Sultanpur,2026,53,46,0,4,56,331,73,21,67,2421
754,Uttar Pradesh,Unnao,2026,77,69,0,2,44,334,46,31,237,3438
755,Uttar Pradesh,Varanasi,2026,52,47,0,0,46,706,79,42,176,3900
756,Uttar Pradesh,Total,2026,5150,3467,2795,294,3920,48380,6438,2469,8605,240475
757,Uttarakhand,Almora,2026,4,6,0,0,1,8,3,1,4,139
758,Uttarakhand,Bageshwar,2026,5,3,0,0,0,6,0,0,4,77
759,Uttarakhand,Chamoli,2026,3,4,0,0,1,8,3,1,9,126
760,Uttarakhand,Champawat,2026,2,8,0,0,0,6,4,0,5,96
761,Uttarakhand,Dehradun,2026,26,55,9,3,39,439,99,10,80,2178
762,Uttarakhand,Haridwar,2026,73,73,129,11,70,562,160,0,99,2505
763,Uttarakhand,Nainital,2026,28,36,1,1,5,157,47,5,38,1095
764,Uttarakhand,Pauri Garhwal,2026,6,8,2,0,3,37,11,7,12,278
765,Uttarakhand,Pithoragarh,2026,4,8,0,0,2,10,12,3,9,117
766,Uttarakhand,Rudra Prayag,2026,4,4,0,0,1,10,5,1,9,97
767,Uttarakhand,Tehri Garhwal,2026,6,7,0,0,1,19,5,0,0,122
768,Uttarakhand,Udhamsingh Nagar,2026,55,49,0,4,31,468,109,10,67,2234
769,Uttarakhand,Uttarkashi,2026,2,9,0,0,1,7,8,0,7,92
770,Uttarakhand,Total,2026,218,270,141,19,155,1737,466,38,343,9156
771,West Bengal,North 24 Parganas,2026,141,227,0,8,42,1354,330,66,319,14867
772,West Bengal,South 24 Parganas,2026,248,341,349,33,43,1523,2164,53,313,21049
773,West Bengal,Alipurduar,2026,49,118,116,4,2,654,10,2,83,3355
774,West Bengal,Asansol-Durgapur PC,2026,52,58,28,5,12,642,185,28,160,4738
775,West Bengal,Bankura,2026,75,79,7,5,32,241,162,18,121,3049
776,West Bengal,Barrackpur PC,2026,86,77,70,3,13,1220,73,21,201,8087
777,West Bengal,Bidhannagar PC,2026,18,24,30,1,8,568,63,6,97,3014
778,West Bengal,Birbhum,2026,110,82,57,11,43,385,235,8,99,3749
779,West Bengal,Burdwan,2026,133,121,98,7,28,732,269,12,273,7694
780,West Bengal,Coochbehar,2026,80,141,126,0,8,387,59,21,151,5142
781,West Bengal,Dakshin Dinajpur,2026,44,64,187,1,4,200,10,13,51,2372
782,West Bengal,Darjeeling,2026,29,60,36,0,9,368,7,0,95,2418
783,West Bengal,Hooghly,2026,125,110,277,4,20,1076,376,34,226,8858
784,West Bengal,Howrah G. R. P.,2026,82,77,135,2,9,284,127,5,181,5259
785,West Bengal,Howrah PC,2026,43,43,0,2,29,1126,32,4,318,6273
786,West Bengal,Howrah Rural,2026,11,3,5,4,2,288,1,1,13,445
787,West Bengal,Jalpaiguri,2026,57,129,15,0,9,764,11,16,199,3832
788,West Bengal,Jhargram Police District,2026,28,29,1,1,4,113,26,3,70,803
789,West Bengal,Kharagpur G. R. P.,2026,7,0,1,0,2,155,2,0,6,213
790,West Bengal,Kolkata,2026,83,154,127,4,33,4623,316,12,585,26668
791,West Bengal,Malda,2026,102,252,15,9,26,429,46,31,331,6432
792,West Bengal,Murshidabad,2026,158,474,275,2,19,947,84,36,526,14762
793,West Bengal,Nadia,2026,166,204,0,13,41,1017,133,50,192,11790
794,West Bengal,Paschim Medinipur,2026,104,91,0,3,47,745,243,21,558,5791
795,West Bengal,Purab Medinipur,2026,100,112,52,6,25,544,434,27,159,6778
796,West Bengal,Purulia,2026,72,72,17,5,17,190,71,4,142,1800
797,West Bengal,Sealdah G. R. P.,2026,23,7,0,0,0,346,5,1,46,655
798,West Bengal,Siliguri G. R. P.,2026,8,1,4,1,1,148,0,0,9,220
799,West Bengal,Siliguri PC,2026,46,72,123,0,15,1125,6,2,165,4623
800,West Bengal,Uttar Dinajpur,2026,90,187,284,9,63,721,29,9,157,8312
801,West Bengal,Total,2026,2370,3409,2435,143,606,22915,5509,504,5846,193048
802,A&N Islands,South Andaman,2026,5,19,10,0,2,35,10,3,27,556
803,A&N Islands,North & Middle Andaman,2026,2,11,4,0,0,10,0,0,14,159
804,A&N Islands,Nicobar,2026,1,2,0,0,0,0,0,0,0,31
805,A&N Islands,Total,2026,8,32,14,0,2,45,10,3,41,746
806,Chandigarh,Chandigarh,2026,24,59,115,6,65,1260,33,2,87,3221
807,Chandigarh,Total,2026,24,59,115,6,65,1260,33,2,87,3221
808,D&N Haveli,D&N Haveli,2026,4,5,14,0,2,38,6,0,2,277
809,D&N Haveli,Total,2026,4,5,14,0,2,38,6,0,2,277
810,Daman & Diu,Daman,2026,6,2,6,0,5,29,4,0,2,198
811,Daman & Diu,Diu,2026,1,0,0,0,0,2,0,0,1,35
812,Daman & Diu,Total,2026,7,2,6,0,5,31,4,0,3,233
813,Delhi UT,Central,2026,30,91,286,4,288,4124,6,7,212,8932
814,Delhi UT,Crime Branch,2026,0,1,1,0,0,0,0,0,1,52
815,Delhi UT,East,2026,61,230,603,2,789,9437,24,15,446,18642
816,Delhi UT,EOW,2026,0,0,0,0,0,0,0,0,2,85
817,Delhi UT,IGI Airport,2026,1,0,3,0,3,157,0,0,12,453
818,Delhi UT,Metro,2026,0,1,5,0,4,2198,1,0,28,2309
819,Delhi UT,New Delhi,2026,6,20,44,0,63,1252,22,2,56,2421
820,Delhi UT,North,2026,31,60,264,9,353,4309,14,6,180,8201
821,Delhi UT,North-East,2026,84,237,928,14,1286,8185,25,27,492,16904
822,Delhi UT,North-West,2026,48,165,661,13,734,7341,8,14,404,13251
823,Delhi UT,Outer,2026,87,259,1192,11,1009,10031,13,22,428,20320
824,Delhi UT,RAILWAY,2026,10,1,31,1,62,1455,3,0,19,1816
825,Delhi UT,South,2026,40,280,626,2,496,8670,16,6,595,17371
826,Delhi UT,South-East,2026,67,266,626,11,394,7557,20,24,469,14914
827,Delhi UT,South-West,2026,66,234,619,10,403,4632,5,17,494,11320
828,Delhi UT,Spl Cell,2026,0,0,0,0,0,1,0,0,0,14
829,Delhi UT,SPUWAC,2026,0,0,0,0,0,0,0,0,0,161
830,Delhi UT,Vigilance,2026,0,0,0,0,0,0,0,0,0,0
831,Delhi UT,West,2026,55,251,762,5,580,9404,3,13,484,18488
832,Delhi UT,Total,2026,586,2096,6651,82,6464,78753,160,153,4322,155654
833,Lakshadweep,Lakshadweep,2026,0,1,0,0,0,15,9,0,1,81
834,Lakshadweep,Total,2026,0,1,0,0,0,15,9,0,1,81
835,Puducherry,Karaikal,2026,6,3,1,1,1,33,5,0,12,671
836,Puducherry,Puducherry,2026,19,7,7,2,5,391,34,1,20,2913
837,Puducherry,Total,2026,25,10,8,3,6,424,39,1,32,3584
